Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Sandwip,1981,6,33,20,0,0,20,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,54,0,0,0,0,0,35,7,
Sandwip,1981,7,22,42,29,10,4,0,0,0,0,5,0,15,29,58,162,77,89,36,41,0,11,0,5,0,0,13,22,66,79,39,63
Sandwip,1981,8,18,5,0,0,0,0,0,0,5,14,5,31,46,0,4,20,17,15,0,4,38,250,34,24,44,50,0,18,0,0,20
Sandwip,1981,9,20,100,2,18,63,53,52,14,13,53,61,65,18,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,
Sandwip,1981,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandwip,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sandwip,1981,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1981,1,0,0,0,0,0,17,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1981,2,14,14,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Satkhira,1981,3,0,0,0,0,0,0,0,0,0,0,0,9,0,36,0,0,0,0,0,0,0,0,0,0,26,30,0,3,9,5,2
Satkhira,1981,4,8,0,0,5,14,0,0,0,0,0,0,0,0,0,0,14,9,1,155,52,0,0,0,0,1,0,0,0,0,5,
Satkhira,1981,5,0,0,13,19,0,7,16,0,0,1,6,0,0,0,0,15,0,14,0,8,0,6,15,0,0,12,21,1,1,25,0
Satkhira,1981,6,25,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,4,5,10,24,30,27,42,1,7,0,1,0,1,0,
Satkhira,1981,7,64,26,31,38,9,5,1,6,15,18,36,18,1,1,3,90,30,75,2,1,0,2,20,28,1,5,15,4,0,8,17
Satkhira,1981,8,23,1,10,8,8,0,0,5,16,2,1,63,14,7,5,8,13,0,0,53,10,2,13,9,0,17,0,0,0,1,0
Satkhira,1981,9,0,0,21,4,5,0,5,5,0,15,21,0,0,17,0,24,0,0,5,1,0,0,2,0,0,63,76,4,2,3,
Satkhira,1981,10,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satkhira,1981,12,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitakunda,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitakunda,1981,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sitakunda,1981,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,52,0,13,0,0,0
Sitakunda,1981,4,33,21,0,0,0,0,0,0,0,0,0,0,12,5,0,5,18,0,51,0,12,0,0,0,0,0,0,0,0,0,
Sitakunda,1981,5,0,0,0,0,0,0,0,0,22,0,0,0,18,0,0,18,59,48,0,0,0,0,14,0,0,0,59,9,41,120,0
Sitakunda,1981,6,10,18,0,0,0,5,8,0,0,0,0,0,0,0,40,3,8,8,20,0,15,22,79,110,4,2,13,4,17,70,
Sitakunda,1981,7,25,0,30,0,0,2,0,2,3,0,0,0,30,35,25,10,0,10,20,5,0,0,0,0,0,1,12,5,35,40,0
Sitakunda,1981,8,0,2,2,1,0,0,0,1,1,10,12,22,42,1,0,3,10,4,0,42,0,29,40,98,99,100,0,5,15,0,0
Sitakunda,1981,9,0,65,30,11,25,12,5,9,8,21,82,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
Sitakunda,1981,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitakunda,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sitakunda,1981,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,1981,1,0,0,0,0,0,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,1981,2,8,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sylhet,1981,3,0,15,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,52
Sylhet,1981,4,3,29,29,8,60,14,16,0,0,0,0,4,38,0,0,22,31,54,23,0,0,0,0,14,0,0,0,4,0,71,
Sylhet,1981,5,0,21,7,0,0,0,5,0,0,24,13,102,26,0,210,8,47,14,0,0,46,184,55,26,20,0,0,18,43,37,94
Sylhet,1981,6,7,0,13,53,4,37,0,0,1,0,0,0,0,0,52,0,9,43,0,0,0,6,0,21,25,14,4,36,4,22,
Sylhet,1981,7,71,115,80,35,7,19,9,31,13,0,16,1,31,19,20,31,61,117,31,32,2,0,15,36,3,22,40,66,114,67,9
Sylhet,1981,8,50,28,27,29,32,0,1,6,0,0,19,10,0,0,26,18,14,7,23,9,12,24,58,32,136,36,17,30,17,31,55
Sylhet,1981,9,11,1,16,15,6,4,26,5,40,66,141,30,24,9,0,2,0,0,0,0,0,0,0,0,0,0,0,25,11,32,
Sylhet,1981,10,24,8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sylhet,1981,12,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teknaf,1981,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teknaf,1981,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Teknaf,1981,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0
Teknaf,1981,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,12,52,45,12,24,24,0,0,0,0,0,0,0,0,0,
Teknaf,1981,5,0,0,0,0,0,0,0,6,0,0,5,0,12,2,2,19,10,3,0,10,0,42,3,0,0,0,39,1,35,40,30
Teknaf,1981,6,0,0,40,43,140,78,68,12,0,0,0,0,11,4,0,14,0,0,13,104,79,66,88,141,32,17,15,6,80,76,
Teknaf,1981,7,32,47,8,68,86,13,74,25,33,47,39,86,32,38,4,80,18,2,86,6,1,18,42,34,12,9,60,56,41,38,69
Teknaf,1981,8,7,3,7,3,9,2,0,121,26,71,70,3,46,45,24,37,55,35,5,0,2,116,23,34,2,33,0,21,0,10,35
Teknaf,1981,9,8,70,30,76,27,50,95,18,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,18,27,5,0,4,
Teknaf,1981,10,13,90,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teknaf,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,
Teknaf,1981,12,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1982,2,0,0,0,0,1,0,0,0,13,0,0,0,4,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,
Barisal,1982,3,0,0,0,0,0,0,2,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,22,17,0,15,5,1,1,18,20,10,11,34,14,0,0,
Barisal,1982,5,0,0,0,0,0,0,10,0,0,0,0,2,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Barisal,1982,6,0,0,7,18,0,3,0,0,4,5,54,7,0,49,10,0,32,53,58,0,0,16,0,2,2,0,68,35,42,0,
Barisal,1982,7,24,0,0,0,0,0,0,0,0,0,29,28,0,14,0,0,0,0,0,0,7,4,29,1,40,0,15,8,0,12,12
Barisal,1982,8,7,67,216,88,22,8,6,40,8,3,2,0,10,19,2,2,0,4,17,11,6,5,17,10,4,0,0,3,4,12,0
Barisal,1982,9,3,0,0,11,8,0,14,0,22,2,19,1,0,0,27,0,0,5,0,0,0,0,1,0,0,0,0,60,46,0,
Barisal,1982,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Barisal,1982,11,0,0,0,0,0,0,0,7,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0
Bhola,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhola,1982,2,0,0,0,0,2,0,0,0,8,0,0,0,2,2,0,0,0,0,40,0,2,0,0,0,0,0,0,0,,,
Bhola,1982,3,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bhola,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,38,16,0,29,15,1,0,4,8,4,30,20,36,0,0,
Bhola,1982,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,15
Bhola,1982,6,0,5,35,30,0,37,0,0,7,14,33,2,7,28,5,2,7,43,82,5,2,0,3,17,22,32,72,12,13,0,
Bhola,1982,7,5,0,0,0,0,0,0,0,0,20,10,5,1,0,2,1,0,0,0,3,10,3,25,11,13,22,115,4,11,0,0
Bhola,1982,8,0,49,164,35,24,10,3,20,60,0,4,24,0,4,18,8,5,7,0,8,2,8,16,6,50,2,0,0,10,42,0
Bhola,1982,9,0,0,0,0,15,5,33,0,34,12,10,0,0,0,31,2,0,0,7,0,0,0,0,0,0,0,0,45,49,3,
Bhola,1982,10,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Bhola,1982,11,0,0,0,0,0,0,0,1,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bhola,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1982,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bogra,1982,3,0,4,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0
Bogra,1982,4,0,0,0,0,0,0,0,0,0,0,0,7,4,3,12,0,0,17,2,0,0,1,1,0,0,0,1,0,0,0,
Bogra,1982,5,0,0,0,0,0,0,0,0,0,21,20,11,2,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,21,5,2
Bogra,1982,6,0,0,31,24,0,0,0,0,10,50,5,0,0,1,4,2,0,31,17,5,3,19,1,2,3,13,0,9,1,3,
Bogra,1982,7,0,0,18,0,0,0,22,37,0,0,0,9,5,1,1,0,3,0,20,14,2,0,1,33,93,34,58,1,2,2,4
Bogra,1982,8,0,0,24,52,22,2,0,16,5,0,0,8,1,8,1,0,0,6,3,12,0,0,10,20,1,9,5,1,0,28,28
Bogra,1982,9,7,0,0,0,0,0,15,0,0,0,18,41,12,1,13,4,5,0,0,1,3,0,0,0,0,0,0,0,0,0,
Bogra,1982,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0
Bogra,1982,11,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bogra,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chandpur,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandpur,1982,2,0,0,0,0,1,0,0,1,12,0,0,0,26,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
Chandpur,1982,3,0,0,0,0,0,2,26,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
Chandpur,1982,4,0,0,0,0,0,0,0,0,0,6,0,17,11,1,19,12,16,7,2,8,1,7,8,2,6,58,14,10,0,0,
Chandpur,1982,5,0,0,0,0,0,0,0,26,12,0,5,2,46,0,66,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chandpur,1982,6,0,2,7,26,1,20,0,0,1,11,57,20,21,50,0,0,2,50,118,32,0,0,0,3,48,12,60,41,82,0,
Chandpur,1982,7,287,0,52,0,0,0,0,0,0,1,7,19,5,0,0,2,0,0,0,0,25,3,86,5,32,33,41,6,40,132,39
Chandpur,1982,8,10,124,300,176,18,7,9,77,7,2,1,0,7,52,4,9,0,0,0,16,0,2,3,22,3,8,0,0,7,73,2
Chandpur,1982,9,5,3,0,35,0,8,2,0,8,1,15,25,25,2,10,25,0,0,50,0,0,0,0,0,0,0,0,23,13,0,
Chandpur,1982,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Chandpur,1982,11,0,0,0,0,0,0,13,3,0,10,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chandpur,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Chittagong,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,,,
Chittagong,1982,3,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chittagong,1982,4,2,0,1,0,0,0,4,3,0,0,0,0,12,8,0,12,23,0,3,0,0,0,2,6,8,41,12,6,0,0,
Chittagong,1982,5,0,0,0,0,5,0,0,0,0,4,9,10,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,6,0,0
Chittagong,1982,6,0,0,37,2,0,0,0,0,14,15,21,13,4,86,8,0,26,51,249,31,80,0,0,25,43,35,5,1,0,0,
Chittagong,1982,7,0,19,35,2,0,0,0,0,0,4,4,0,0,6,6,1,0,1,0,1,4,16,6,18,30,67,118,4,17,33,83
Chittagong,1982,8,97,61,4,8,0,65,11,16,24,50,0,15,1,3,0,0,6,0,11,4,2,65,201,56,0,12,2,1,55,26,1
Chittagong,1982,9,1,1,7,24,3,1,0,14,14,0,0,5,17,145,74,0,0,0,0,0,0,0,0,1,7,2,2,42,41,0,
Chittagong,1982,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chittagong,1982,11,0,0,0,0,0,0,0,0,0,7,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chittagong,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Comilla,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1982,2,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comilla,1982,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1982,4,0,0,0,31,7,0,4,0,0,0,0,13,20,0,0,0,85,4,0,11,4,6,0,3,5,18,21,0,0,0,
Comilla,1982,5,0,97,0,0,0,0,0,38,0,0,15,17,52,0,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Comilla,1982,6,0,19,8,0,14,1,0,0,7,9,258,60,22,36,1,0,0,29,27,42,1,1,0,0,14,14,2,8,20,0,
Comilla,1982,7,25,7,60,3,0,0,0,0,0,0,25,2,6,0,0,0,0,0,26,0,0,7,2,33,0,0,2,0,11,6,4
Comilla,1982,8,30,48,140,69,31,0,0,18,35,0,38,2,0,2,0,3,0,0,0,0,0,0,12,17,1,0,0,20,14,30,9
Comilla,1982,9,11,0,0,0,0,0,11,0,22,24,25,24,24,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,8,1,
Comilla,1982,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Comilla,1982,11,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Comilla,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1982,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cox's Bazar,1982,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1982,4,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,12,20,0,13,0,0,22,0,0,26,15,0,0,0,0,
Cox's Bazar,1982,5,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Cox's Bazar,1982,6,0,32,0,0,2,15,0,0,3,17,49,10,3,29,34,12,91,93,76,21,69,0,10,211,193,73,120,33,1,2,
Cox's Bazar,1982,7,12,26,5,0,0,0,0,0,1,0,32,1,0,21,9,0,0,0,0,1,8,30,58,52,74,104,119,12,28,57,216
Cox's Bazar,1982,8,1,36,61,2,1,87,92,50,73,52,0,0,0,33,49,6,0,0,5,31,0,0,38,82,62,0,0,6,13,68,2
Cox's Bazar,1982,9,0,2,3,15,7,2,10,0,57,11,8,0,6,0,35,107,0,0,0,83,0,0,0,0,3,1,19,29,62,23,
Cox's Bazar,1982,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1982,11,0,0,0,0,0,0,0,0,0,0,0,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cox's Bazar,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1982,2,0,1,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1982,3,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1982,4,0,0,0,0,0,7,8,0,0,0,0,6,14,4,0,0,12,4,0,3,0,0,5,0,11,7,12,11,0,0,
Dhaka,1982,5,0,19,0,0,0,0,0,9,3,21,27,48,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,3
Dhaka,1982,6,0,0,39,4,0,0,0,0,0,2,7,13,6,0,0,2,3,10,146,21,0,1,1,31,35,1,1,40,46,105,
Dhaka,1982,7,0,0,19,0,0,12,0,0,0,0,0,5,16,0,0,0,0,0,0,2,12,13,1,7,5,28,0,5,2,8,1
Dhaka,1982,8,21,21,77,1,0,0,2,1,37,9,0,25,18,27,1,0,0,3,4,2,5,18,23,28,0,0,0,0,0,23,0
Dhaka,1982,9,30,0,0,0,18,0,5,1,22,3,23,11,11,22,8,10,0,0,0,0,0,0,0,0,1,0,0,82,10,1,
Dhaka,1982,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,75,0,45,0,0,0,0,0,0,0
Dhaka,1982,11,0,0,0,0,0,0,1,0,0,1,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,
Dinajpur,1982,3,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,12,11,17,10,0,20,0,3,0,0,0,0,4,0,0,34,0,0,
Dinajpur,1982,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,26,5,9
Dinajpur,1982,6,0,0,0,8,2,0,0,6,65,1,0,1,0,14,33,42,0,4,2,2,22,0,2,0,22,17,19,1,1,0,
Dinajpur,1982,7,2,0,11,0,0,0,15,11,2,1,5,0,33,0,3,0,0,0,0,12,3,5,18,5,38,26,58,5,6,0,1
Dinajpur,1982,8,2,0,11,109,54,12,0,0,2,0,0,0,0,0,8,0,0,0,0,1,31,7,15,35,3,1,0,23,0,24,23
Dinajpur,1982,9,6,0,0,36,0,0,0,0,0,1,11,33,0,16,10,14,0,7,0,19,11,0,0,0,0,0,0,0,0,0,
Dinajpur,1982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0
Dinajpur,1982,11,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Faridpur,1982,3,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,6,0,0,0,0
Faridpur,1982,4,0,0,0,0,0,13,3,0,0,0,0,0,6,16,10,4,4,0,16,0,0,0,0,0,0,24,5,22,0,3,
Faridpur,1982,5,0,0,0,0,0,0,0,0,26,51,27,11,45,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0
Faridpur,1982,6,0,0,4,12,0,0,0,0,0,15,29,22,0,0,0,12,0,12,29,15,9,11,0,3,13,0,5,8,12,0,
Faridpur,1982,7,10,0,23,0,0,1,0,0,0,0,0,28,5,5,0,0,0,0,0,0,19,0,18,11,0,0,0,2,1,76,11
Faridpur,1982,8,0,17,66,0,0,14,3,6,18,0,0,22,0,5,3,0,0,21,5,1,0,1,7,3,10,31,0,1,4,4,29
Faridpur,1982,9,1,0,0,0,36,0,0,1,0,7,11,25,18,0,0,15,0,4,5,0,0,0,0,0,0,0,0,18,6,0,
Faridpur,1982,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Faridpur,1982,11,0,0,0,0,0,0,0,0,0,3,47,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Faridpur,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feni,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feni,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,,
Feni,1982,3,0,0,0,0,0,0,4,0,0,0,0,0,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feni,1982,4,0,0,0,30,0,0,0,0,0,0,0,8,3,30,0,59,56,24,5,6,0,0,50,22,60,27,21,12,0,0,
Feni,1982,5,0,7,0,4,0,6,0,15,0,0,6,11,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,30
Feni,1982,6,0,8,19,2,0,0,0,0,81,44,75,109,77,5,0,0,2,110,92,30,30,1,0,14,0,15,1,0,12,36,
Feni,1982,7,16,16,59,0,0,20,34,0,0,0,4,19,7,3,6,5,32,0,2,40,0,50,13,110,10,22,38,10,45,90,36
Feni,1982,8,21,280,59,70,47,52,7,14,96,48,0,0,0,2,0,0,0,0,2,3,2,0,24,68,11,6,0,10,0,52,20
Feni,1982,9,55,0,0,16,0,13,23,5,23,0,42,93,0,4,8,37,12,0,0,0,0,0,0,23,0,0,0,9,24,19,
Feni,1982,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Feni,1982,11,0,0,0,0,0,0,0,0,0,0,6,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Feni,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatiya,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatiya,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Hatiya,1982,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatiya,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,10,12,0,6,1,0,0,28,3,6,43,25,13,0,0,
Hatiya,1982,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3
