Year,Station,Month,Rainfall,StationIndex
1995,Sylhet,8,832,31
1995,Sylhet,9,423,31
1995,Sylhet,10,79,31
1995,Sylhet,11,102,31
1995,Sylhet,12,0,31
1995,Tangail,1,12,32
1995,Tangail,2,56,32
1995,Tangail,3,9,32
1995,Tangail,4,34,32
1995,Tangail,5,215,32
1995,Tangail,6,350,32
1995,Tangail,7,372,32
1995,Tangail,8,356,32
1995,Tangail,9,246,32
1995,Tangail,10,109,32
1995,Tangail,11,92,32
1995,Tangail,12,1,32
1995,Teknaf,1,0,33
1995,Teknaf,2,3,33
1995,Teknaf,3,1,33
1995,Teknaf,4,63,33
1995,Teknaf,5,278,33
1995,Teknaf,6,1123,33
1995,Teknaf,7,1220,33
1995,Teknaf,8,622,33
1995,Teknaf,9,563,33
1995,Teknaf,10,47,33
1995,Teknaf,11,365,33
1995,Teknaf,12,0,33
1996,Barisal,1,0,2
1996,Barisal,2,19,2
1996,Barisal,3,12,2
1996,Barisal,4,131,2
1996,Barisal,5,98,2
1996,Barisal,6,446,2
1996,Barisal,7,314,2
1996,Barisal,8,322,2
1996,Barisal,9,202,2
1996,Barisal,10,270,2
1996,Barisal,11,4,2
1996,Barisal,12,1,2
1996,Bhola,1,0,3
1996,Bhola,2,8,3
1996,Bhola,3,49,3
1996,Bhola,4,138,3
1996,Bhola,5,128,3
1996,Bhola,6,546,3
1996,Bhola,7,292,3
1996,Bhola,8,401,3
1996,Bhola,9,142,3
1996,Bhola,10,169,3
1996,Bhola,11,6,3
1996,Bhola,12,2,3
1996,Bogra,1,3,4
1996,Bogra,2,28,4
1996,Bogra,3,7,4
1996,Bogra,4,104,4
1996,Bogra,5,184,4
1996,Bogra,6,283,4
1996,Bogra,7,338,4
1996,Bogra,8,185,4
1996,Bogra,9,366,4
1996,Bogra,10,176,4
1996,Bogra,11,0,4
1996,Bogra,12,0,4
1996,Chandpur,1,3,5
1996,Chandpur,2,10,5
1996,Chandpur,3,75,5
1996,Chandpur,4,184,5
1996,Chandpur,5,171,5
1996,Chandpur,6,361,5
1996,Chandpur,7,318,5
1996,Chandpur,8,204,5
1996,Chandpur,9,264,5
1996,Chandpur,10,236,5
1996,Chandpur,11,20,5
1996,Chandpur,12,0,5
1996,Chittagong,1,0,6
1996,Chittagong,2,106,6
1996,Chittagong,3,91,6
1996,Chittagong,4,234,6
1996,Chittagong,5,251,6
1996,Chittagong,6,476,6
1996,Chittagong,7,465,6
1996,Chittagong,8,584,6
1996,Chittagong,9,350,6
1996,Chittagong,10,343,6
1996,Chittagong,11,3,6
1996,Chittagong,12,1,6
1996,Comilla,1,12,7
1996,Comilla,2,0,7
1996,Comilla,3,114,7
1996,Comilla,4,102,7
1996,Comilla,5,449,7
1996,Comilla,6,392,7
1996,Comilla,7,308,7
1996,Comilla,8,146,7
1996,Comilla,9,178,7
1996,Comilla,10,322,7
1996,Comilla,11,12,7
1996,Comilla,12,1,7
1996,CoxsBazar,1,0,8
1996,CoxsBazar,2,83,8
1996,CoxsBazar,3,2,8
1996,CoxsBazar,4,77,8
1996,CoxsBazar,5,279,8
1996,CoxsBazar,6,671,8
1996,CoxsBazar,7,946,8
1996,CoxsBazar,8,702,8
1996,CoxsBazar,9,528,8
1996,CoxsBazar,10,446,8
1996,CoxsBazar,11,8,8
1996,CoxsBazar,12,0,8
1996,Dhaka,1,0,9
1996,Dhaka,2,21,9
1996,Dhaka,3,54,9
1996,Dhaka,4,199,9
1996,Dhaka,5,208,9
1996,Dhaka,6,343,9
1996,Dhaka,7,257,9
1996,Dhaka,8,361,9
1996,Dhaka,9,244,9
1996,Dhaka,10,357,9
1996,Dhaka,11,0,9
1996,Dhaka,12,0,9
1996,Dinajpur,1,16,10
1996,Dinajpur,2,4,10
1996,Dinajpur,3,0,10
1996,Dinajpur,4,29,10
1996,Dinajpur,5,76,10
1996,Dinajpur,6,320,10
1996,Dinajpur,7,428,10
1996,Dinajpur,8,353,10
1996,Dinajpur,9,744,10
1996,Dinajpur,10,75,10
1996,Dinajpur,11,0,10
1996,Dinajpur,12,0,10
1996,Faridpur,1,2,11
1996,Faridpur,2,15,11
1996,Faridpur,3,28,11
1996,Faridpur,4,182,11
1996,Faridpur,5,283,11
1996,Faridpur,6,316,11
1996,Faridpur,7,210,11
1996,Faridpur,8,447,11
1996,Faridpur,9,115,11
1996,Faridpur,10,212,11
1996,Faridpur,11,0,11
1996,Faridpur,12,0,11
1996,Feni,1,3,12
1996,Feni,2,10,12
1996,Feni,3,267,12
1996,Feni,4,109,12
1996,Feni,5,247,12
1996,Feni,6,506,12
1996,Feni,7,541,12
1996,Feni,8,628,12
1996,Feni,9,202,12
1996,Feni,10,298,12
1996,Feni,11,0,12
1996,Feni,12,5,12
1996,Ishurdi,1,0,14
1996,Ishurdi,2,25,14
1996,Ishurdi,3,17,14
1996,Ishurdi,4,104,14
1996,Ishurdi,5,81,14
1996,Ishurdi,6,295,14
1996,Ishurdi,7,155,14
1996,Ishurdi,8,271,14
1996,Ishurdi,9,269,14
1996,Ishurdi,10,183,14
1996,Ishurdi,11,0,14
1996,Ishurdi,12,0,14
1996,Jessore,1,39,15
1996,Jessore,2,20,15
1996,Jessore,3,22,15
1996,Jessore,4,90,15
1996,Jessore,5,146,15
1996,Jessore,6,350,15
1996,Jessore,7,271,15
1996,Jessore,8,380,15
1996,Jessore,9,195,15
1996,Jessore,10,257,15
1996,Jessore,11,5,15
1996,Jessore,12,0,15
1996,Khepupara,1,0,16
1996,Khepupara,2,32,16
1996,Khepupara,3,5,16
1996,Khepupara,4,67,16
1996,Khepupara,5,174,16
1996,Khepupara,6,621,16
1996,Khepupara,7,684,16
1996,Khepupara,8,899,16
1996,Khepupara,9,178,16
1996,Khepupara,10,401,16
1996,Khepupara,11,0,16
1996,Khepupara,12,0,16
1996,Khulna,1,1,17
1996,Khulna,2,17,17
1996,Khulna,3,1,17
1996,Khulna,4,64,17
1996,Khulna,5,117,17
1996,Khulna,6,453,17
1996,Khulna,7,223,17
1996,Khulna,8,275,17
1996,Khulna,9,70,17
1996,Khulna,10,242,17
1996,Khulna,11,8,17
1996,Khulna,12,0,17
1996,Kutubdia,1,0,18
1996,Kutubdia,2,33,18
1996,Kutubdia,3,53,18
1996,Kutubdia,4,49,18
1996,Kutubdia,5,184,18
1996,Kutubdia,6,684,18
1996,Kutubdia,7,731,18
1996,Kutubdia,8,751,18
1996,Kutubdia,9,455,18
1996,Kutubdia,10,543,18
1996,Kutubdia,11,14,18
1996,Kutubdia,12,0,18
1996,M.court,1,0,19
1996,M.court,2,21,19
1996,M.court,3,66,19
1996,M.court,4,148,19
1996,M.court,5,278,19
1996,M.court,6,489,19
1996,M.court,7,651,19
1996,M.court,8,564,19
1996,M.court,9,215,19
1996,M.court,10,362,19
1996,M.court,11,56,19
1996,M.court,12,2,19
1996,Madaripur,1,4,20
1996,Madaripur,2,27,20
1996,Madaripur,3,36,20
1996,Madaripur,4,160,20
1996,Madaripur,5,237,20
1996,Madaripur,6,406,20
1996,Madaripur,7,231,20
1996,Madaripur,8,251,20
1996,Madaripur,9,224,20
1996,Madaripur,10,214,20
1996,Madaripur,11,57,20
1996,Madaripur,12,0,20
1996,Mongla,1,2,21
1996,Mongla,2,22,21
1996,Mongla,3,24,21
1996,Mongla,4,47,21
1996,Mongla,5,119,21
1996,Mongla,6,453,21
1996,Mongla,7,386,21
1996,Mongla,8,357,21
1996,Mongla,9,133,21
1996,Mongla,10,274,21
1996,Mongla,11,1,21
1996,Mongla,12,0,21
1996,Mymensingh,1,0,22
1996,Mymensingh,2,14,22
1996,Mymensingh,3,18,22
1996,Mymensingh,4,42,22
1996,Mymensingh,5,171,22
1996,Mymensingh,6,210,22
1996,Mymensingh,7,291,22
1996,Mymensingh,8,276,22
1996,Mymensingh,9,307,22
1996,Mymensingh,10,291,22
1996,Mymensingh,11,0,22
1996,Mymensingh,12,0,22
1996,Patuakhali,1,3,23
1996,Patuakhali,2,20,23
1996,Patuakhali,3,4,23
1996,Patuakhali,4,188,23
1996,Patuakhali,5,150,23
1996,Patuakhali,6,739,23
1996,Patuakhali,7,448,23
1996,Patuakhali,8,585,23
1996,Patuakhali,9,217,23
1996,Patuakhali,10,291,23
1996,Patuakhali,11,57,23
1996,Patuakhali,12,0,23
1996,Rajshahi,1,0,24
1996,Rajshahi,2,21,24
1996,Rajshahi,3,4,24
1996,Rajshahi,4,73,24
1996,Rajshahi,5,95,24
1996,Rajshahi,6,284,24
1996,Rajshahi,7,106,24
1996,Rajshahi,8,270,24
1996,Rajshahi,9,298,24
1996,Rajshahi,10,118,24
1996,Rajshahi,11,0,24
1996,Rajshahi,12,0,24
1996,Rangamati,1,10,25
1996,Rangamati,2,17,25
1996,Rangamati,3,251,25
1996,Rangamati,4,87,25
1996,Rangamati,5,440,25
1996,Rangamati,6,455,25
1996,Rangamati,7,479,25
1996,Rangamati,8,437,25
1996,Rangamati,9,379,25
1996,Rangamati,10,246,25
1996,Rangamati,11,72,25
1996,Rangamati,12,4,25
1996,Rangpur,1,13,26
1996,Rangpur,2,0,26
1996,Rangpur,3,0,26
1996,Rangpur,4,39,26
1996,Rangpur,5,232,26
1996,Rangpur,6,396,26
1996,Rangpur,7,479,26
1996,Rangpur,8,353,26
1996,Rangpur,9,333,26
1996,Rangpur,10,159,26
1996,Rangpur,11,0,26
1996,Rangpur,12,0,26
1996,Sandwip,1,0,27
1996,Sandwip,2,44,27
1996,Sandwip,3,21,27
1996,Sandwip,4,105,27
1996,Sandwip,5,289,27
1996,Sandwip,6,451,27
1996,Sandwip,7,430,27
1996,Sandwip,8,1087,27
1996,Sandwip,9,406,27
1996,Sandwip,10,447,27
1996,Sandwip,11,27,27
1996,Sandwip,12,0,27
1996,Satkhira,1,5,28
1996,Satkhira,2,30,28
1996,Satkhira,3,11,28
1996,Satkhira,4,119,28
1996,Satkhira,5,103,28
1996,Satkhira,6,357,28
1996,Satkhira,7,152,28
1996,Satkhira,8,224,28
1996,Satkhira,9,242,28
1996,Satkhira,10,332,28
1996,Satkhira,11,0,28
1996,Satkhira,12,0,28
1996,Sitakunda,1,2,29
1996,Sitakunda,2,20,29
1996,Sitakunda,3,193,29
1996,Sitakunda,4,134,29
1996,Sitakunda,5,294,29
1996,Sitakunda,6,497,29
1996,Sitakunda,7,401,29
1996,Sitakunda,8,668,29
1996,Sitakunda,9,313,29
1996,Sitakunda,10,382,29
1996,Sitakunda,11,60,29
1996,Sitakunda,12,0,29
1996,Srimangal,1,0,30
1996,Srimangal,2,38,30
1996,Srimangal,3,135,30
1996,Srimangal,4,109,30
1996,Srimangal,5,212,30
1996,Srimangal,6,427,30
1996,Srimangal,7,508,30
1996,Srimangal,8,167,30
1996,Srimangal,9,238,30
1996,Srimangal,10,171,30
1996,Srimangal,11,0,30
1996,Srimangal,12,0,30
1996,Sylhet,1,2,31
1996,Sylhet,2,76,31
1996,Sylhet,3,257,31
1996,Sylhet,4,252,31
1996,Sylhet,5,759,31
1996,Sylhet,6,518,31
1996,Sylhet,7,745,31
1996,Sylhet,8,745,31
1996,Sylhet,9,379,31
1996,Sylhet,10,281,31
1996,Sylhet,11,0,31
1996,Sylhet,12,0,31
1996,Tangail,1,0,32
1996,Tangail,2,55,32
1996,Tangail,3,2,32
1996,Tangail,4,174,32
1996,Tangail,5,240,32
1996,Tangail,6,224,32
1996,Tangail,7,100,32
1996,Tangail,8,247,32
1996,Tangail,9,208,32
1996,Tangail,10,226,32
1996,Tangail,11,0,32
1996,Tangail,12,0,32
1996,Teknaf,1,0,33
1996,Teknaf,2,88,33
1996,Teknaf,3,0,33
1996,Teknaf,4,83,33
1996,Teknaf,5,261,33
1996,Teknaf,6,649,33
1996,Teknaf,7,1212,33
1996,Teknaf,8,866,33
1996,Teknaf,9,458,33
1996,Teknaf,10,687,33
1996,Teknaf,11,18,33
1996,Teknaf,12,0,33
1997,Barisal,1,1,2
1997,Barisal,2,30,2
1997,Barisal,3,79,2
1997,Barisal,4,203,2
1997,Barisal,5,235,2
1997,Barisal,6,205,2
1997,Barisal,7,406,2
1997,Barisal,8,191,2
1997,Barisal,9,378,2
1997,Barisal,10,7,2
1997,Barisal,11,11,2
1997,Barisal,12,12,2
1997,Bhola,1,1,3
1997,Bhola,2,43,3
1997,Bhola,3,93,3
1997,Bhola,4,169,3
1997,Bhola,5,259,3
1997,Bhola,6,112,3
1997,Bhola,7,523,3
1997,Bhola,8,291,3
1997,Bhola,9,439,3
1997,Bhola,10,38,3
1997,Bhola,11,0,3
1997,Bhola,12,7,3
1997,Bogra,1,10,4
1997,Bogra,2,11,4
1997,Bogra,3,9,4
1997,Bogra,4,140,4
1997,Bogra,5,102,4
1997,Bogra,6,199,4
1997,Bogra,7,298,4
1997,Bogra,8,245,4
1997,Bogra,9,220,4
1997,Bogra,10,29,4
1997,Bogra,11,2,4
1997,Bogra,12,27,4
1997,Chandpur,1,2,5
1997,Chandpur,2,29,5
1997,Chandpur,3,54,5
1997,Chandpur,4,72,5
1997,Chandpur,5,133,5
1997,Chandpur,6,266,5
1997,Chandpur,7,492,5
1997,Chandpur,8,338,5
1997,Chandpur,9,421,5
1997,Chandpur,10,34,5
1997,Chandpur,11,0,5
1997,Chandpur,12,33,5
1997,Chittagong,1,0,6
1997,Chittagong,2,32,6
1997,Chittagong,3,118,6
1997,Chittagong,4,40,6
1997,Chittagong,5,267,6
1997,Chittagong,6,425,6
1997,Chittagong,7,1033,6
1997,Chittagong,8,383,6
1997,Chittagong,9,530,6
1997,Chittagong,10,134,6
1997,Chittagong,11,49,6
1997,Chittagong,12,4,6
1997,Comilla,1,8,7
1997,Comilla,2,11,7
1997,Comilla,3,117,7
1997,Comilla,4,160,7
1997,Comilla,5,199,7
1997,Comilla,6,350,7
1997,Comilla,7,664,7
1997,Comilla,8,270,7
1997,Comilla,9,277,7
1997,Comilla,10,47,7
1997,Comilla,11,1,7
1997,Comilla,12,30,7
1997,CoxsBazar,1,2,8
1997,CoxsBazar,2,20,8
1997,CoxsBazar,3,40,8
1997,CoxsBazar,4,28,8
1997,CoxsBazar,5,283,8
1997,CoxsBazar,6,390,8
1997,CoxsBazar,7,1277,8
1997,CoxsBazar,8,613,8
1997,CoxsBazar,9,640,8
1997,CoxsBazar,10,173,8
1997,CoxsBazar,11,37,8
1997,CoxsBazar,12,33,8
1997,Dhaka,1,2,9
1997,Dhaka,2,7,9
1997,Dhaka,3,82,9
1997,Dhaka,4,133,9
1997,Dhaka,5,151,9
1997,Dhaka,6,249,9
1997,Dhaka,7,549,9
1997,Dhaka,8,230,9
1997,Dhaka,9,440,9
1997,Dhaka,10,30,9
1997,Dhaka,11,1,9
1997,Dhaka,12,22,9
1997,Dinajpur,1,21,10
1997,Dinajpur,2,11,10
1997,Dinajpur,3,3,10
1997,Dinajpur,4,64,10
1997,Dinajpur,5,90,10
1997,Dinajpur,6,501,10
1997,Dinajpur,7,461,10
1997,Dinajpur,8,330,10
1997,Dinajpur,9,289,10
1997,Dinajpur,10,3,10
1997,Dinajpur,11,0,10
1997,Dinajpur,12,36,10
1997,Faridpur,1,11,11
1997,Faridpur,2,26,11
1997,Faridpur,3,20,11
1997,Faridpur,4,156,11
1997,Faridpur,5,137,11
1997,Faridpur,6,266,11
1997,Faridpur,7,337,11
1997,Faridpur,8,294,11
1997,Faridpur,9,162,11
1997,Faridpur,10,68,11
1997,Faridpur,11,53,11
1997,Faridpur,12,18,11
1997,Feni,1,0,12
1997,Feni,2,24,12
1997,Feni,3,115,12
1997,Feni,4,92,12
1997,Feni,5,237,12
1997,Feni,6,323,12
1997,Feni,7,794,12
1997,Feni,8,708,12
1997,Feni,9,465,12
1997,Feni,10,30,12
1997,Feni,11,2,12
1997,Feni,12,17,12
1997,Ishurdi,1,4,14
1997,Ishurdi,2,43,14
1997,Ishurdi,3,42,14
1997,Ishurdi,4,110,14
1997,Ishurdi,5,132,14
1997,Ishurdi,6,199,14
1997,Ishurdi,7,486,14
1997,Ishurdi,8,301,14
1997,Ishurdi,9,473,14
1997,Ishurdi,10,53,14
1997,Ishurdi,11,15,14
1997,Ishurdi,12,20,14
1997,Jessore,1,9,15
1997,Jessore,2,39,15
1997,Jessore,3,51,15
1997,Jessore,4,64,15
1997,Jessore,5,116,15
1997,Jessore,6,231,15
1997,Jessore,7,406,15
1997,Jessore,8,227,15
1997,Jessore,9,361,15
1997,Jessore,10,15,15
1997,Jessore,11,14,15
1997,Jessore,12,20,15
1997,Khepupara,1,1,16
1997,Khepupara,2,72,16
1997,Khepupara,3,72,16
1997,Khepupara,4,187,16
1997,Khepupara,5,304,16
1997,Khepupara,6,246,16
1997,Khepupara,7,920,16
1997,Khepupara,8,354,16
1997,Khepupara,9,666,16
1997,Khepupara,10,37,16
1997,Khepupara,11,13,16
1997,Khepupara,12,9,16
1997,Khulna,1,10,17
1997,Khulna,2,22,17
1997,Khulna,3,99,17
1997,Khulna,4,80,17
1997,Khulna,5,181,17
1997,Khulna,6,218,17
1997,Khulna,7,456,17
1997,Khulna,8,321,17
1997,Khulna,9,364,17
1997,Khulna,10,44,17
1997,Khulna,11,2,17
1997,Khulna,12,19,17
1997,Kutubdia,1,0,18
1997,Kutubdia,2,14,18
1997,Kutubdia,3,39,18
1997,Kutubdia,4,49,18
1997,Kutubdia,5,121,18
1997,Kutubdia,6,421,18
1997,Kutubdia,7,907,18
1997,Kutubdia,8,467,18
1997,Kutubdia,9,612,18
1997,Kutubdia,10,124,18
1997,Kutubdia,11,19,18
1997,Kutubdia,12,24,18
1997,M.court,1,1,19
1997,M.court,2,24,19
1997,M.court,3,108,19
1997,M.court,4,71,19
1997,M.court,5,218,19
1997,M.court,6,183,19
1997,M.court,7,1022,19
1997,M.court,8,433,19
1997,M.court,9,540,19
1997,M.court,10,80,19
1997,M.court,11,0,19
1997,M.court,12,19,19
1997,Madaripur,1,5,20
1997,Madaripur,2,14,20
1997,Madaripur,3,86,20
1997,Madaripur,4,234,20
1997,Madaripur,5,245,20
1997,Madaripur,6,257,20
1997,Madaripur,7,344,20
1997,Madaripur,8,418,20
1997,Madaripur,9,438,20
1997,Madaripur,10,6,20
1997,Madaripur,11,17,20
1997,Madaripur,12,23,20
1997,Mongla,1,2,21
1997,Mongla,2,70,21
1997,Mongla,3,123,21
1997,Mongla,4,131,21
1997,Mongla,5,214,21
1997,Mongla,6,233,21
1997,Mongla,7,478,21
1997,Mongla,8,355,21
1997,Mongla,9,591,21
1997,Mongla,10,12,21
1997,Mongla,11,0,21
1997,Mongla,12,14,21
1997,Mymensingh,1,1,22
1997,Mymensingh,2,12,22
1997,Mymensingh,3,31,22
1997,Mymensingh,4,172,22
1997,Mymensingh,5,131,22
1997,Mymensingh,6,396,22
1997,Mymensingh,7,523,22
1997,Mymensingh,8,417,22
1997,Mymensingh,9,485,22
1997,Mymensingh,10,8,22
1997,Mymensingh,11,11,22
1997,Mymensingh,12,21,22
1997,Patuakhali,1,1,23
1997,Patuakhali,2,45,23
1997,Patuakhali,3,147,23
1997,Patuakhali,4,208,23
1997,Patuakhali,5,237,23
1997,Patuakhali,6,283,23
1997,Patuakhali,7,594,23
1997,Patuakhali,8,479,23
1997,Patuakhali,9,487,23
1997,Patuakhali,10,28,23
1997,Patuakhali,11,1,23
1997,Patuakhali,12,7,23
1997,Rajshahi,1,8,24
1997,Rajshahi,2,35,24
1997,Rajshahi,3,19,24
1997,Rajshahi,4,56,24
1997,Rajshahi,5,53,24
1997,Rajshahi,6,242,24
1997,Rajshahi,7,763,24
1997,Rajshahi,8,468,24
1997,Rajshahi,9,348,24
1997,Rajshahi,10,4,24
1997,Rajshahi,11,44,24
1997,Rajshahi,12,22,24
1997,Rangamati,1,1,25
1997,Rangamati,2,14,25
1997,Rangamati,3,251,25
1997,Rangamati,4,33,25
1997,Rangamati,5,209,25
1997,Rangamati,6,508,25
1997,Rangamati,7,657,25
1997,Rangamati,8,481,25
1997,Rangamati,9,443,25
1997,Rangamati,10,134,25
1997,Rangamati,11,19,25
1997,Rangamati,12,15,25
1997,Rangpur,1,19,26
1997,Rangpur,2,14,26
1997,Rangpur,3,3,26
1997,Rangpur,4,113,26
1997,Rangpur,5,230,26
1997,Rangpur,6,276,26
1997,Rangpur,7,523,26
1997,Rangpur,8,338,26
1997,Rangpur,9,410,26
1997,Rangpur,10,16,26
1997,Rangpur,11,2,26
1997,Rangpur,12,27,26
1997,Sandwip,1,1,27
1997,Sandwip,2,23,27
1997,Sandwip,3,79,27
1997,Sandwip,4,81,27
1997,Sandwip,5,234,27
1997,Sandwip,6,405,27
1997,Sandwip,7,983,27
1997,Sandwip,8,666,27
1997,Sandwip,9,568,27
1997,Sandwip,10,73,27
1997,Sandwip,11,18,27
1997,Sandwip,12,12,27
1997,Satkhira,1,19,28
1997,Satkhira,2,35,28
1997,Satkhira,3,102,28
1997,Satkhira,4,235,28
1997,Satkhira,5,243,28
1997,Satkhira,6,215,28
1997,Satkhira,7,447,28
1997,Satkhira,8,422,28
1997,Satkhira,9,332,28
1997,Satkhira,10,40,28
1997,Satkhira,11,4,28
1997,Satkhira,12,13,28
1997,Sitakunda,1,0,29
1997,Sitakunda,2,16,29
1997,Sitakunda,3,157,29
1997,Sitakunda,4,107,29
1997,Sitakunda,5,258,29
1997,Sitakunda,6,323,29
1997,Sitakunda,7,1151,29
1997,Sitakunda,8,492,29
1997,Sitakunda,9,522,29
1997,Sitakunda,10,71,29
1997,Sitakunda,11,8,29
1997,Sitakunda,12,35,29
1997,Srimangal,1,2,30
1997,Srimangal,2,19,30
1997,Srimangal,3,57,30
1997,Srimangal,4,74,30
1997,Srimangal,5,333,30
1997,Srimangal,6,416,30
1997,Srimangal,7,573,30
1997,Srimangal,8,186,30
1997,Srimangal,9,395,30
1997,Srimangal,10,65,30
1997,Srimangal,11,1,30
1997,Srimangal,12,28,30
1997,Sylhet,1,1,31
1997,Sylhet,2,27,31
1997,Sylhet,3,111,31
1997,Sylhet,4,170,31
1997,Sylhet,5,347,31
1997,Sylhet,6,796,31
1997,Sylhet,7,681,31
1997,Sylhet,8,486,31
1997,Sylhet,9,946,31
1997,Sylhet,10,31,31
1997,Sylhet,11,23,31
1997,Sylhet,12,18,31
1997,Tangail,1,0,32
1997,Tangail,2,37,32
1997,Tangail,3,20,32
1997,Tangail,4,200,32
1997,Tangail,5,162,32
1997,Tangail,6,312,32
1997,Tangail,7,516,32
1997,Tangail,8,469,32
1997,Tangail,9,252,32
1997,Tangail,10,13,32
1997,Tangail,11,2,32
1997,Tangail,12,28,32
1997,Teknaf,1,0,33
1997,Teknaf,2,48,33
1997,Teknaf,3,33,33
1997,Teknaf,4,49,33
1997,Teknaf,5,243,33
1997,Teknaf,6,585,33
1997,Teknaf,7,1353,33
1997,Teknaf,8,742,33
1997,Teknaf,9,666,33
1997,Teknaf,10,23,33
1997,Teknaf,11,49,33
1997,Teknaf,12,16,33
1998,Barisal,1,148,2
1998,Barisal,2,54,2
1998,Barisal,3,273,2
1998,Barisal,4,251,2
1998,Barisal,5,179,2
1998,Barisal,6,208,2
1998,Barisal,7,616,2
1998,Barisal,8,516,2
1998,Barisal,9,254,2
1998,Barisal,10,89,2
1998,Barisal,11,270,2
1998,Barisal,12,0,2
1998,Bhola,1,54,3
1998,Bhola,2,48,3
1998,Bhola,3,193,3
1998,Bhola,4,187,3
1998,Bhola,5,264,3
1998,Bhola,6,255,3
1998,Bhola,7,500,3
1998,Bhola,8,483,3
1998,Bhola,9,263,3
1998,Bhola,10,171,3
1998,Bhola,11,124,3
1998,Bhola,12,6,3
1998,Bogra,1,10,4
1998,Bogra,2,13,4
1998,Bogra,3,26,4
1998,Bogra,4,84,4
1998,Bogra,5,143,4
1998,Bogra,6,367,4
1998,Bogra,7,749,4
1998,Bogra,8,563,4
1998,Bogra,9,283,4
1998,Bogra,10,353,4
1998,Bogra,11,10,4
1998,Bogra,12,0,4
1998,Chandpur,1,23,5
1998,Chandpur,2,54,5
1998,Chandpur,3,130,5
1998,Chandpur,4,158,5
1998,Chandpur,5,237,5
1998,Chandpur,6,92,5
1998,Chandpur,7,622,5
1998,Chandpur,8,336,5
1998,Chandpur,9,186,5
1998,Chandpur,10,97,5
1998,Chandpur,11,157,5
1998,Chandpur,12,0,5
1998,Chittagong,1,37,6
1998,Chittagong,2,103,6
1998,Chittagong,3,97,6
1998,Chittagong,4,184,6
1998,Chittagong,5,387,6
1998,Chittagong,6,132,6
1998,Chittagong,7,1291,6
1998,Chittagong,8,1194,6
1998,Chittagong,9,193,6
1998,Chittagong,10,122,6
1998,Chittagong,11,93,6
1998,Chittagong,12,0,6
1998,Comilla,1,27,7
1998,Comilla,2,54,7
1998,Comilla,3,109,7
1998,Comilla,4,249,7
1998,Comilla,5,342,7
1998,Comilla,6,100,7
1998,Comilla,7,854,7
1998,Comilla,8,336,7
1998,Comilla,9,281,7
1998,Comilla,10,48,7
1998,Comilla,11,118,7
1998,Comilla,12,0,7
1998,CoxsBazar,1,15,8
1998,CoxsBazar,2,19,8
1998,CoxsBazar,3,20,8
1998,CoxsBazar,4,148,8
1998,CoxsBazar,5,381,8
1998,CoxsBazar,6,365,8
1998,CoxsBazar,7,1257,8
1998,CoxsBazar,8,1154,8
1998,CoxsBazar,9,323,8
1998,CoxsBazar,10,184,8
1998,CoxsBazar,11,87,8
1998,CoxsBazar,12,0,8
1998,Dhaka,1,49,9
1998,Dhaka,2,4,9
1998,Dhaka,3,83,9
1998,Dhaka,4,178,9
1998,Dhaka,5,405,9
1998,Dhaka,6,89,9
1998,Dhaka,7,521,9
1998,Dhaka,8,552,9
1998,Dhaka,9,246,9
1998,Dhaka,10,100,9
1998,Dhaka,11,83,9
1998,Dhaka,12,0,9
1998,Dinajpur,1,2,10
1998,Dinajpur,2,17,10
1998,Dinajpur,3,24,10
1998,Dinajpur,4,148,10
1998,Dinajpur,5,152,10
1998,Dinajpur,6,237,10
1998,Dinajpur,7,566,10
1998,Dinajpur,8,548,10
1998,Dinajpur,9,317,10
1998,Dinajpur,10,380,10
1998,Dinajpur,11,0,10
1998,Dinajpur,12,0,10
1998,Faridpur,1,49,11
1998,Faridpur,2,22,11
1998,Faridpur,3,69,11
1998,Faridpur,4,122,11
1998,Faridpur,5,205,11
1998,Faridpur,6,202,11
1998,Faridpur,7,357,11
1998,Faridpur,8,341,11
1998,Faridpur,9,282,11
1998,Faridpur,10,74,11
1998,Faridpur,11,95,11
1998,Faridpur,12,0,11
1998,Feni,1,35,12
1998,Feni,2,17,12
1998,Feni,3,150,12
1998,Feni,4,407,12
1998,Feni,5,415,12
1998,Feni,6,248,12
1998,Feni,7,979,12
1998,Feni,8,858,12
1998,Feni,9,338,12
1998,Feni,10,91,12
1998,Feni,11,197,12
1998,Feni,12,0,12
1998,Ishurdi,1,16,14
1998,Ishurdi,2,12,14
1998,Ishurdi,3,68,14
1998,Ishurdi,4,109,14
1998,Ishurdi,5,269,14
1998,Ishurdi,6,101,14
1998,Ishurdi,7,413,14
1998,Ishurdi,8,225,14
1998,Ishurdi,9,285,14
1998,Ishurdi,10,96,14
1998,Ishurdi,11,42,14
1998,Ishurdi,12,0,14
1998,Jessore,1,44,15
1998,Jessore,2,26,15
1998,Jessore,3,141,15
1998,Jessore,4,130,15
1998,Jessore,5,216,15
1998,Jessore,6,163,15
1998,Jessore,7,181,15
1998,Jessore,8,209,15
1998,Jessore,9,174,15
1998,Jessore,10,88,15
1998,Jessore,11,118,15
1998,Jessore,12,0,15
1998,Khepupara,1,19,16
1998,Khepupara,2,40,16
1998,Khepupara,3,108,16
1998,Khepupara,4,162,16
1998,Khepupara,5,231,16
1998,Khepupara,6,202,16
1998,Khepupara,7,946,16
1998,Khepupara,8,684,16
1998,Khepupara,9,355,16
1998,Khepupara,10,411,16
